"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16801","should provide ability to sign up and create a candidate profile","chromium","Sat Apr 26 14:30:03 UTC 2025","passed","Sat Apr 26 14:30:19 UTC 2025","Sign Up page","playwright/e2e/IAM/signUpCandidate.spec.ts","",""
